Time [s],Channel 0,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9,Channel 10,Channel 11,Channel 12,Channel 13,Channel 14,Channel 15
1041.922999999997,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1076.4269999999954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1109.0389999999957,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1142.64399999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1177.1949999999974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1210.2059999999994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1243.476000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1278.098,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1310.6749999999893,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1344.2889999999893,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1378.6979999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1411.501000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1445.1179999999936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1479.2939999999958,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1512.7650000000017,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1545.926999999992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1579.5359999999903,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1613.987999999992,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1646.7459999999933,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
